Precision;Recall
0.11273320336790954;0.31219733325902405
0.0831589374447697;0.4345876334911428
0.07003843857215422;0.5255290288575697
0.06199715111566382;0.601369417989689
0.05664916764926;0.6713876347237995
0.052608408520431374;0.7369611993194497
0.048918369228917236;0.7888426857859339
0.046099687013652815;0.8402553161603654
0.04357545434598808;0.8816288550602045
0.04128898634238982;0.9257248436586991
0.03950414196660975;0.9669380566104069
