Precision;Recall
0.1262932407880774;0.3408541461133903
0.0894919076414357;0.463711034654943
0.07465912808299911;0.5527693387999517
0.0655549960296431;0.6288299490959445
0.058952623627679765;0.6926863371933523
0.05423651832380382;0.7579651435647219
0.04998820119272701;0.8065063854095494
0.046753263406032926;0.8519944230148392
0.04401047064711363;0.8924462657493054
0.041333848473909786;0.9268406168681814
0.03954859846881695;0.9679164322525093
